state_code,district_code,district_name,district_key,households_2011,persons_2011,males_2011,females_2011,rural_pop_2011,rural_hh_2011,urban_pop_2011,urban_hh_2011,urban_pct_2011,persons_2001,males_2001,females_2001,rural_2001,number_of_households_2001,scheduled_caste_population_2001,scheduled_tribe_population_2001,persons__literate_2001,persons__literacy_rate_2001,males__literatacy_rate_2001,females__literacy_rate_2001,total_educated_2001,below_primary_2001,primary_2001,middle_2001,matric_higher_secondary_diploma_2001,graduate_and_above_2001,x0___4_years_2001,x5___14_years_2001,x15___59_years_2001,total_workers_2001,main_workers_2001,marginal_workers_2001,non_workers_2001,total_inhabited_villages_2001,drinking_water_facilities_2001,safe_drinking_water_2001,primary_school_2001,middle_schools_2001,college_2001,medical_facility_2001,primary_health_centre_2001,bus_services_2001,paved_approach_road_2001,permanent_house_2001,semi_permanent_house_2001,temporary_house_2001,villages_inhabited,villages_uninhabited,towns,area_sqkm,pop_per_sqkm,pincodes
28,535,Medak,medak,668626,3033288,1523030,1510258,2305417,504567,727871,164059,24.0,2670097.0,1352446.0,1317651.0,2286573,521018.0,,134533,1171134.0,51.65,64.33,38.66,1171134.0,339163.0,322529.0,118592.0,282352.0,51608.0,255985.0,677807.0,1523368.0,1293657.0,1060051.0,233606.0,1376440.0,1225.0,1225.0,1225.0,1215.0,555,,659.0,58,1007,978,49.3,42.6,8.1,1201,30,24,9699,312.7423445716053,"[502001, 502032, 502101, 502102, 502103, 502107, 502108, 502109, 502110, 502113, 502114, 502115, 502117, 502125, 502130, 502205, 502210, 502220, 502221, 502228, 502246, 502247, 502248, 502249, 502251, 502255, 502256, 502257, 502267, 502269, 502270, 502271, 502273, 502276, 502277, 502278, 502279, 502280, 502281, 502285, 502286, 502287, 502290, 502291, 502293, 502294, 502295, 502296, 502300, 502301, 502302, 502303, 502305, 502306, 502307, 502310, 502311, 502312, 502313, 502314, 502316, 502318, 502319, 502321, 502324, 502325, 502329, 502331, 502334, 502335, 502336, 502345, 502371, 502372, 502375, 502381]"
28,536,Hyderabad,hyderabad,849051,3943323,2018575,1924748,0,0,3943323,849051,100.0,3829753.0,1981173.0,1848580.0,-,695906.0,,34560,2634949.0,78.8,83.74,73.5,2634949.0,347414.0,561772.0,244588.0,909398.0,466744.0,319253.0,864415.0,2401792.0,1119842.0,1032298.0,87544.0,2709911.0,,,,,,,,,,,86.0,11.9,2.0,0,0,3,216.9995611129232,18172.032145023353,"[500001, 500002, 500003, 500004, 500006, 500007, 500009, 500010, 500011, 500012, 500013, 500014, 500015, 500016, 500017, 500020, 500022, 500023, 500024, 500025, 500026, 500027, 500028, 500029, 500031, 500033, 500034, 500036, 500037, 500038, 500040, 500041, 500042, 500044, 500045, 500046, 500047, 500050, 500051, 500053, 500054, 500055, 500056, 500057, 500058, 500059, 500061, 500062, 500063, 500064, 500065, 500066, 500067, 500069, 500072, 500073, 500077, 500080, 500081, 500082, 500083, 500085, 500086, 500087, 500089, 500091, 500092, 500093, 500094, 500095, 500096, 500097, 500098, 500101, 501101]"
28,537,Rangareddy,rangareddy,1235341,5296741,2701008,2595733,1577569,349140,3719172,886201,70.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,817,53,24,7492.999953867163,706.8919034580181,
28,538,Mahbubnagar,mahbubnagar,869451,4053028,2050386,2002642,3445336,743106,607692,126345,14.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1465,72,18,18432,219.89084201388889,
28,539,Nalgonda,nalgonda,875939,3488809,1759772,1729037,2826302,716294,662507,159645,18.99,3247982.0,1651990.0,1595992.0,2815304,723015.0,,342676,1595643.0,57.15,69.23,44.68,1595643.0,474835.0,439802.0,175590.0,352049.0,85612.0,295103.0,801673.0,1876515.0,1594666.0,1308907.0,285759.0,1653316.0,1124.0,1124.0,1124.0,1098.0,599,,872.0,69,1020,934,50.1,26.9,23.0,1107,28,17,14240,245.0006320224719,"[508001, 508002, 508004, 508101, 508105, 508111, 508112, 508113, 508114, 508115, 508116, 508117, 508126, 508201, 508202, 508204, 508205, 508206, 508207, 508208, 508210, 508211, 508212, 508213, 508217, 508218, 508221, 508223, 508224, 508233, 508234, 508238, 508243, 508244, 508245, 508246, 508247, 508248, 508250, 508252, 508253, 508254, 508255, 508256, 508257, 508258, 508266, 508277, 508278, 508279, 508280, 508284, 508285, 508286, 508355, 508373, 508374, 508376, 508377]"
28,540,Warangal,warangal,886279,3512576,1759281,1753295,2520243,645197,992333,241082,28.25,3246004.0,1644895.0,1601109.0,2622792,729110.0,,457679,1595745.0,57.13,68.88,45.09,1595745.0,428105.0,418774.0,174537.0,411463.0,99917.0,288972.0,776786.0,1898639.0,1566237.0,1277468.0,288769.0,1679767.0,984.0,984.0,984.0,971.0,587,,826.0,84,864,652,49.9,32.8,17.2,961,88,15,12846,273.43733457885725,"[506001, 506002, 506003, 506004, 506005, 506006, 506007, 506008, 506009, 506011, 506013, 506015, 506101, 506102, 506104, 506105, 506112, 506122, 506132, 506134, 506135, 506142, 506143, 506144, 506145, 506151, 506163, 506164, 506165, 506166, 506167, 506168, 506169, 506170, 506172, 506175, 506201, 506221, 506222, 506223, 506224, 506244, 506252, 506301, 506302, 506303, 506310, 506313, 506314, 506315, 506316, 506317, 506318, 506319, 506324, 506329, 506330, 506331, 506332, 506342, 506343, 506344, 506345, 506347, 506348, 506349, 506352, 506355, 506356, 506365, 506366, 506367, 506368, 506369, 506370, 506371, 506381, 506391]"
28,541,Khammam,khammam,754034,2797370,1390988,1406382,2141459,582970,655911,171064,23.45,2578927.0,1305543.0,1273384.0,2068066,601659.0,,682617,1267944.0,56.89,66.11,47.44,1267944.0,362116.0,377075.0,139285.0,275834.0,72950.0,231625.0,618242.0,1533620.0,1244376.0,1039322.0,205054.0,1334551.0,1101.0,1100.0,1090.0,1000.0,417,,921.0,44,739,604,46.4,12.5,41.1,1103,120,14,16029,174.5193087528854,"[507001, 507002, 507003, 507101, 507103, 507111, 507113, 507114, 507115, 507116, 507117, 507118, 507119, 507120, 507121, 507122, 507123, 507124, 507125, 507128, 507129, 507133, 507134, 507135, 507136, 507137, 507138, 507140, 507154, 507157, 507158, 507159, 507160, 507161, 507163, 507164, 507165, 507166, 507167, 507168, 507169, 507170, 507182, 507183, 507201, 507202, 507203, 507204, 507208, 507209, 507210, 507211, 507301, 507302, 507303, 507304, 507305, 507306, 507316, 507318]"
28,542,Srikakulam,srikakulam,681330,2703114,1341738,1361376,2266411,572382,436703,108948,16.16,2537593.0,1260020.0,1277573.0,2258934,582377.0,,151249,1217659.0,55.31,67.19,43.68,1217659.0,314768.0,406889.0,140816.0,236099.0,59134.0,226342.0,588640.0,1522214.0,1201816.0,870624.0,331192.0,1335777.0,1715.0,1715.0,1713.0,1645.0,511,,652.0,67,1009,1153,47.8,8.7,43.5,1701,101,12,5837,463.0998800753812,"[532001, 532005, 532123, 532148, 532168, 532185, 532186, 532190, 532195, 532201, 532203, 532211, 532212, 532213, 532214, 532215, 532216, 532218, 532219, 532220, 532221, 532222, 532242, 532243, 532263, 532264, 532284, 532290, 532291, 532292, 532312, 532322, 532401, 532402, 532403, 532404, 532405, 532406, 532408, 532409, 532410, 532421, 532425, 532426, 532427, 532428, 532429, 532430, 532432, 532440, 532443, 532445, 532455, 532456, 532457, 532458, 532459, 532460, 532461, 532462, 532474, 532484]"
28,543,Vizianagaram,vizianagaram,587149,2344474,1161477,1182997,1853563,463526,490911,123623,20.94,2249254.0,1119541.0,1129713.0,1836859,514912.0,,214839,997482.0,51.07,62.37,39.91,997482.0,256539.0,345163.0,107395.0,191992.0,54462.0,198760.0,502372.0,1378957.0,1174164.0,912375.0,261789.0,1075090.0,1455.0,1453.0,1374.0,1371.0,352,,649.0,56,732,822,49.9,5.2,45.0,1452,68,14,6539,358.5370851812204,"[535001, 535002, 535003, 535004, 535006, 535101, 535102, 535124, 535126, 535148, 535160, 535161, 535204, 535213, 535214, 535215, 535216, 535217, 535218, 535220, 535221, 535240, 535260, 535270, 535280, 535281, 535463, 535501, 535502, 535521, 535522, 535523, 535524, 535525, 535526, 535527, 535534, 535546, 535547, 535557, 535558, 535559, 535568, 535573, 535578, 535579, 535580, 535581, 535591, 535592, 535593, 535594]"
28,544,Visakhapatnam,visakhapatnam,1097042,4290589,2138910,2151679,2254667,579417,2035922,517625,47.45,3832336.0,1930197.0,1902139.0,2301437,887003.0,,557572,2002316.0,59.96,69.68,50.12,2002316.0,417446.0,577938.0,211419.0,535115.0,184767.0,324433.0,850611.0,2411639.0,1602761.0,1305584.0,297177.0,2229575.0,3108.0,3091.0,1746.0,2293.0,423,,1647.0,486,858,1129,58.8,11.1,30.2,3072,193,15,11161,384.42693307051337,"[530001, 530002, 530003, 530004, 530005, 530007, 530008, 530009, 530011, 530012, 530013, 530014, 530015, 530016, 530017, 530018, 530020, 530022, 530024, 530026, 530027, 530028, 530029, 530031, 530032, 530035, 530040, 530041, 530043, 530044, 530045, 530046, 530047, 530048, 530049, 530051, 530052, 530053, 531001, 531002, 531011, 531019, 531020, 531021, 531022, 531023, 531024, 531025, 531026, 531027, 531028, 531029, 531030, 531031, 531032, 531033, 531034, 531035, 531036, 531040, 531055, 531060, 531061, 531075, 531077, 531081, 531082, 531083, 531084, 531085, 531087, 531105, 531111, 531113, 531114, 531115, 531116, 531117, 531118, 531126, 531127, 531133, 531149, 531151, 531163, 531173, 531219]"
28,545,East Godavari,eastgodavari,1428528,5154296,2569688,2584608,3840324,1073773,1313972,354755,25.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1312,62,19,10807,476.9405015267882,
28,546,West Godavari,westgodavari,1091525,3936966,1964918,1972048,3128189,877207,808777,214318,20.54,3803517.0,1910038.0,1893479.0,3052630,947276.0,,96659,2458822.0,73.53,78.05,68.99,2458822.0,715101.0,867078.0,239220.0,438313.0,122202.0,310484.0,829811.0,2358503.0,1678335.0,1425708.0,252627.0,2125182.0,845.0,844.0,843.0,805.0,425,,576.0,66,751,720,54.0,11.3,34.7,842,39,13,7742,508.5205373288556,"[534001, 534002, 534003, 534004, 534005, 534006, 534007, 534101, 534102, 534111, 534112, 534122, 534123, 534124, 534126, 534134, 534145, 534146, 534156, 534165, 534166, 534176, 534186, 534195, 534196, 534197, 534198, 534199, 534201, 534202, 534204, 534206, 534207, 534208, 534209, 534210, 534211, 534215, 534216, 534217, 534218, 534222, 534225, 534227, 534230, 534235, 534236, 534237, 534238, 534239, 534240, 534243, 534244, 534245, 534247, 534250, 534260, 534265, 534266, 534267, 534268, 534269, 534275, 534280, 534281, 534301, 534302, 534305, 534311, 534312, 534313, 534316, 534318, 534320, 534324, 534326, 534327, 534328, 534329, 534330, 534331, 534338, 534340, 534341, 534342, 534350, 534401, 534406, 534411, 534416, 534425, 534426, 534427, 534432, 534437, 534442, 534447, 534448, 534449, 534450, 534451, 534452, 534455, 534456, 534460, 534461, 534462, 534467, 534475]"
28,547,Krishna,krishna,1243293,4517398,2267375,2250023,2673738,753922,1843660,489371,40.81,4187841.0,2117401.0,2070440.0,2844394,1011891.0,,107611,2539974.0,68.85,74.39,63.19,2539974.0,603868.0,807042.0,269230.0,605480.0,177102.0,333263.0,903289.0,2618300.0,1841597.0,1575433.0,266164.0,2346244.0,948.0,948.0,944.0,931.0,482,,642.0,64,870,832,50.8,11.5,37.7,934,34,17,8727,517.634696917612,"[520001, 520002, 520003, 520004, 520007, 520008, 520010, 520011, 520012, 520013, 520015, 521001, 521002, 521003, 521101, 521102, 521104, 521105, 521106, 521107, 521108, 521109, 521110, 521111, 521120, 521121, 521122, 521125, 521126, 521130, 521131, 521132, 521133, 521134, 521135, 521136, 521137, 521138, 521139, 521148, 521149, 521150, 521151, 521153, 521156, 521157, 521158, 521162, 521163, 521164, 521165, 521170, 521175, 521178, 521180, 521181, 521182, 521183, 521185, 521190, 521201, 521202, 521207, 521211, 521212, 521213, 521214, 521215, 521225, 521226, 521227, 521228, 521229, 521230, 521235, 521241, 521245, 521246, 521247, 521250, 521256, 521260, 521261, 521263, 521286, 521301, 521311, 521312, 521321, 521322, 521323, 521324, 521325, 521326, 521327, 521328, 521329, 521330, 521331, 521332, 521333, 521340, 521343, 521344, 521345, 521356, 521366, 521369, 521390, 521401, 521402, 521403, 521456, 521457]"
28,548,Guntur,guntur,1296609,4887813,2440521,2447292,3235075,877464,1652738,419145,33.81,4465144.0,2250279.0,2214865.0,3179384,1077303.0,,208157,2455965.0,62.54,71.24,53.74,2455965.0,579683.0,804976.0,241137.0,559524.0,175832.0,357400.0,954636.0,2756023.0,2190299.0,1869886.0,320413.0,2274845.0,694.0,694.0,693.0,690.0,423,,584.0,71,666,628,53.4,15.2,31.4,691,21,14,11391,429.094284961812,"[522001, 522002, 522003, 522004, 522005, 522006, 522007, 522009, 522015, 522016, 522017, 522018, 522019, 522020, 522034, 522101, 522102, 522111, 522112, 522113, 522124, 522201, 522202, 522211, 522212, 522213, 522233, 522234, 522235, 522236, 522237, 522256, 522257, 522258, 522259, 522261, 522262, 522264, 522265, 522268, 522301, 522302, 522303, 522304, 522305, 522306, 522307, 522308, 522309, 522310, 522311, 522312, 522313, 522314, 522315, 522316, 522317, 522318, 522324, 522325, 522329, 522330, 522341, 522401, 522402, 522403, 522408, 522409, 522410, 522411, 522412, 522413, 522414, 522415, 522421, 522426, 522435, 522436, 522437, 522438, 522439, 522501, 522502, 522503, 522508, 522509, 522510, 522529, 522549, 522601, 522603, 522611, 522612, 522613, 522614, 522615, 522616, 522617, 522619, 522626, 522646, 522647, 522649, 522657, 522658, 522659, 522660, 522661, 522663]"
28,549,Prakasam,prakasam,860463,3397448,1714764,1682684,2732866,691813,664582,168650,19.56,3059423.0,1552332.0,1507091.0,2592055,702559.0,,118241,1532126.0,57.38,69.35,45.08,1532126.0,391396.0,512915.0,143921.0,341687.0,92527.0,259093.0,689994.0,1833665.0,1537544.0,1306772.0,230772.0,1521879.0,992.0,992.0,991.0,941.0,417,,540.0,74,879,909,59.8,16.4,23.8,985,96,13,17626,192.75207080449337,"[523001, 523002, 523101, 523104, 523105, 523108, 523109, 523110, 523111, 523112, 523113, 523114, 523115, 523116, 523117, 523135, 523155, 523156, 523157, 523165, 523166, 523167, 523168, 523169, 523170, 523171, 523180, 523181, 523182, 523183, 523184, 523185, 523186, 523187, 523190, 523201, 523211, 523212, 523213, 523214, 523223, 523224, 523225, 523226, 523227, 523228, 523230, 523240, 523241, 523245, 523246, 523247, 523252, 523253, 523254, 523260, 523261, 523262, 523263, 523264, 523265, 523270, 523271, 523272, 523273, 523274, 523279, 523280, 523281, 523286, 523291, 523292, 523301, 523302, 523303, 523304, 523305, 523315, 523316, 523320, 523326, 523327, 523328, 523329, 523330, 523331, 523332, 523333, 523334, 523335, 523336, 523346, 523356, 523357, 523367, 523368, 523369, 523370, 523371, 523372, 523373]"
28,550,Sri Potti Sriramulu Nellore,sripottisriramulunellore,776854,2963557,1492974,1470583,2105927,567120,857630,209734,28.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1093,84,10,13076,226.64094524319364,
28,551,Y.S.R.,ysr,706204,2882469,1451777,1430692,1903337,477712,979132,228492,33.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,830,89,18,15359,187.67296047919785,
28,552,Kurnool,kurnool,887652,4053463,2039227,2014236,2904177,639120,1149286,248532,28.35,3529494.0,1796214.0,1733280.0,2712030,699191.0,,69635,1592172.0,53.22,65.96,40.03,1592172.0,396608.0,526192.0,139903.0,363649.0,101204.0,343493.0,936793.0,2015569.0,1745220.0,1500598.0,244622.0,1784274.0,884.0,884.0,884.0,877.0,398,,634.0,80,782,705,32.0,51.8,16.2,870,28,12,17658,229.55391324045758,"[518001, 518002, 518003, 518004, 518005, 518006, 518007, 518010, 518101, 518102, 518112, 518122, 518123, 518124, 518134, 518135, 518145, 518155, 518165, 518166, 518176, 518186, 518196, 518206, 518216, 518217, 518218, 518220, 518221, 518222, 518225, 518301, 518302, 518308, 518313, 518323, 518333, 518343, 518344, 518345, 518346, 518347, 518348, 518349, 518350, 518360, 518380, 518385, 518390, 518395, 518396, 518401, 518405, 518411, 518412, 518422, 518432, 518442, 518452, 518462, 518463, 518464, 518465, 518466, 518467, 518468, 518501, 518502, 518508, 518510, 518511, 518512, 518513, 518523, 518533, 518543, 518553, 518563, 518573, 518583, 518593, 518594, 518598, 518599, 518674]"
28,553,Anantapur,ananthapur,968160,4081148,2064495,2016653,2935437,700366,1145711,267794,28.07,3640478.0,1859588.0,1780890.0,2720915,779052.0,,127161,1774088.0,56.13,68.38,43.34,1774088.0,398372.0,667978.0,177709.0,380349.0,102827.0,311720.0,878170.0,2175541.0,1777536.0,1471218.0,306318.0,1862942.0,925.0,925.0,925.0,900.0,406,,595.0,72,852,767,55.2,30.7,13.8,921,28,16,19130,213.33758494511238,"[515001, 515002, 515003, 515004, 515005, 515101, 515110, 515122, 515123, 515124, 515133, 515134, 515144, 515154, 515159, 515164, 515201, 515202, 515211, 515212, 515231, 515241, 515261, 515271, 515281, 515286, 515291, 515301, 515303, 515305, 515311, 515321, 515331, 515341, 515401, 515402, 515405, 515408, 515411, 515413, 515414, 515415, 515425, 515435, 515445, 515455, 515501, 515511, 515521, 515531, 515541, 515551, 515556, 515561, 515571, 515581, 515591, 515601, 515611, 515621, 515631, 515641, 515651, 515661, 515671, 515672, 515701, 515711, 515721, 515722, 515731, 515741, 515751, 515761, 515763, 515765, 515766, 515767, 515774, 515775, 515787, 515801, 515803, 515812, 515822, 515832, 515842, 515863, 515865, 515867, 515870, 515871, 515872]"
28,554,Chittoor,chittoor,1039953,4174064,2090204,2083860,2942678,737322,1231386,302631,29.5,3745875.0,1889690.0,1856185.0,2934845,848607.0,,128085,2176990.0,66.77,77.62,55.78,2176990.0,484531.0,769687.0,240584.0,466832.0,136183.0,334295.0,791554.0,2287032.0,1752979.0,1462690.0,290289.0,1992896.0,1480.0,1479.0,1478.0,1365.0,597,,683.0,90,1222,1096,58.6,8.1,33.3,1455,38,22,15152.000152556364,275.47940588528667,"[517001, 517002, 517004, 517101, 517102, 517112, 517113, 517123, 517124, 517125, 517126, 517127, 517128, 517129, 517130, 517131, 517132, 517152, 517167, 517172, 517192, 517193, 517194, 517213, 517214, 517234, 517235, 517236, 517237, 517247, 517257, 517277, 517280, 517291, 517297, 517299, 517305, 517319, 517325, 517326, 517350, 517351, 517352, 517370, 517390, 517391, 517401, 517403, 517408, 517414, 517415, 517416, 517417, 517418, 517419, 517421, 517422, 517423, 517424, 517425, 517426, 517429, 517432, 517501, 517502, 517503, 517504, 517505, 517506, 517507, 517520, 517526, 517536, 517541, 517551, 517561, 517569, 517571, 517581, 517582, 517583, 517584, 517586, 517587, 517588, 517589, 517590, 517591, 517592, 517599, 517619, 517620, 517640, 517641, 517642, 517643, 517644, 517645]"
29,555,Belgaum,belgaum,983854,4779661,2423063,2356598,3568466,719233,1211195,264621,25.34,4214505.0,2150090.0,2064415.0,3201814,789164.0,,243451,2305279.0,64.21,75.7,52.32,2305279.0,675665.0,681713.0,233698.0,555114.0,126507.0,433021.0,986374.0,2455680.0,1877774.0,1537645.0,340129.0,2336731.0,1255.0,1254.0,1254.0,1240.0,979,16,740.0,121,1136,1126,53.6,39.4,6.9,1263,12,31,13433,356,"[590001, 590003, 590005, 590006, 590008, 590009, 590010, 590011, 590014, 590015, 590016, 590017, 590018, 590019, 590020, 591101, 591102, 591103, 591104, 591106, 591107, 591108, 591109, 591110, 591111, 591112, 591113, 591114, 591115, 591116, 591117, 591118, 591119, 591120, 591121, 591122, 591123, 591124, 591125, 591126, 591127, 591128, 591129, 591130, 591131, 591136, 591143, 591147, 591153, 591156, 591173, 591201, 591211, 591212, 591213, 591214, 591215, 591216, 591217, 591218, 591219, 591220, 591221, 591222, 591223, 591224, 591225, 591226, 591227, 591228, 591229, 591230, 591231, 591232, 591233, 591234, 591235, 591236, 591237, 591238, 591239, 591240, 591241, 591242, 591243, 591244, 591246, 591247, 591248, 591254, 591263, 591265, 591287, 591301, 591302, 591303, 591304, 591305, 591306, 591307, 591308, 591309, 591310, 591311, 591312, 591313, 591314, 591315, 591316, 591317, 591340, 591344, 591345, 591346]"
29,556,Bagalkot ,bagalkot,361149,1889752,950111,939641,1291906,242690,597846,118459,31.64,1651892.0,834247.0,817645.0,1173372,293645.0,,80181,794785.0,57.3,70.88,43.56,794785.0,254452.0,230572.0,73843.0,175891.0,43406.0,183689.0,410814.0,936098.0,719659.0,561559.0,158100.0,932233.0,623.0,618.0,617.0,560.0,476,9,429.0,41,587,461,25.1,66.9,7.9,613,11,15,6552,288,"[587101, 587102, 587103, 587104, 587111, 587112, 587113, 587114, 587115, 587116, 587118, 587119, 587120, 587121, 587122, 587124, 587125, 587154, 587155, 587201, 587202, 587203, 587204, 587205, 587206, 587207, 587301, 587311, 587312, 587313, 587314, 587315, 587316, 587330]"
29,557,Bijapur,bijapur,408806,2177331,1111022,1066309,1675353,309751,501978,99055,23.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,679,13,6,10498,207,
29,558,Bidar,bidar,319937,1703300,870665,832635,1277348,239979,425952,79958,25.01,1502373.0,771022.0,731351.0,1157498,252250.0,,182219,768358.0,60.94,72.46,48.81,768358.0,197821.0,223243.0,76573.0,196756.0,46559.0,160329.0,414390.0,807175.0,557603.0,424985.0,132618.0,944770.0,599.0,596.0,596.0,591.0,411,5,293.0,41,487,465,75.2,22.5,2.3,595,25,7,5448,313,"[585226, 585227, 585326, 585327, 585328, 585329, 585330, 585331, 585353, 585401, 585402, 585403, 585411, 585412, 585413, 585414, 585415, 585416, 585417, 585418, 585419, 585421, 585436, 585437, 585443, 585444]"
29,559,Raichur,raichur,363853,1928812,964511,964301,1438464,267585,490348,96268,25.42,1669762.0,841840.0,827922.0,1248925,297775.0,,303042,676799.0,48.81,61.52,35.93,676799.0,245076.0,177843.0,58192.0,134598.0,32550.0,188170.0,469845.0,912629.0,732762.0,544347.0,188415.0,937000.0,830.0,806.0,783.0,306.0,254,1,338.0,47,622,436,24.0,44.3,31.6,815,69,9,8442,228,"[584101, 584102, 584103, 584104, 584111, 584113, 584115, 584116, 584118, 584120, 584122, 584123, 584124, 584125, 584126, 584127, 584128, 584129, 584132, 584133, 584134, 584135, 584136, 584138, 584139, 584140, 584143, 584167, 584170, 584202, 584203]"
29,560,Koppal,koppal,264595,1389920,699926,689994,1156216,217748,233704,46847,16.81,1196089.0,603312.0,592777.0,997797,210888.0,,138588,534547.0,54.1,68.42,39.61,534547.0,216383.0,140403.0,45683.0,93327.0,20820.0,139225.0,333037.0,647438.0,554506.0,422208.0,132298.0,641583.0,594.0,590.0,585.0,560.0,391,3,281.0,44,467,439,25.9,40.2,33.8,595,34,5,5570,250,"[583228, 583230, 583231, 583232, 583234, 583236, 583237, 583278, 583280, 583281, 583283]"
29,561,Gadag,gadag,219096,1064570,537147,527423,685261,139782,379309,79314,35.63,971835.0,493533.0,478302.0,629652,181500.0,,54410,551362.0,66.11,79.32,52.52,551362.0,180661.0,155973.0,53681.0,122380.0,29358.0,94480.0,229712.0,572697.0,457817.0,388763.0,69054.0,514018.0,329.0,327.0,327.0,297.0,256,3,202.0,29,300,224,32.9,39.0,28.1,322,15,9,4657,229,"[582101, 582102, 582103, 582111, 582112, 582113, 582114, 582115, 582116, 582117, 582118, 582119, 582120, 582202, 582203, 582204, 582205, 582206, 582207, 582209, 582210, 582211, 583233]"
29,562,Dharwad,dharwad,382700,1847023,937206,909817,797484,160674,1049539,222026,56.82,1604253.0,823204.0,781049.0,722336,297494.0,,70442,992550.0,71.61,80.82,61.92,992550.0,265574.0,270372.0,93207.0,262645.0,86968.0,151136.0,355070.0,979593.0,684492.0,587018.0,97474.0,919761.0,361.0,358.0,358.0,313.0,271,2,201.0,24,349,187,46.9,35.5,17.6,361,18,6,4260,434,"[580001, 580002, 580003, 580004, 580005, 580006, 580007, 580008, 580009, 580011, 580020, 580021, 580023, 580024, 580025, 580026, 580028, 580029, 580030, 580031, 580032, 580112, 580114, 580118, 581103, 581105, 581107, 581113, 581117, 581195, 581196, 581201, 581204, 581206, 581207, 581209, 582201, 582208]"
29,563,Uttara Kannada,uttarakannada,324530,1437169,726256,710913,1018188,228887,418981,95643,29.15,1353644.0,686876.0,666768.0,965731,273422.0,,23781,904024.0,76.6,84.53,68.47,904024.0,307104.0,246858.0,101631.0,185288.0,52839.0,121345.0,279343.0,844784.0,581278.0,455302.0,125976.0,772366.0,1246.0,1243.0,1223.0,964.0,558,4,359.0,50,773,714,48.6,42.9,8.5,1243,46,18,10277,140,"[581121, 581129, 581186, 581187, 581301, 581302, 581303, 581304, 581305, 581306, 581307, 581308, 581314, 581315, 581316, 581317, 581318, 581319, 581320, 581321, 581322, 581323, 581324, 581325, 581326, 581327, 581328, 581329, 581330, 581331, 581332, 581333, 581334, 581335, 581336, 581337, 581338, 581339, 581340, 581341, 581342, 581343, 581344, 581345, 581346, 581347, 581348, 581349, 581350, 581351, 581352, 581353, 581354, 581355, 581356, 581357, 581358, 581359, 581360, 581361, 581362, 581363, 581365, 581384, 581396, 581400, 581401, 581402, 581403, 581411, 581412, 581421, 581423, 581440, 581450, 581453]"
29,564,Haveri,haveri,330414,1597668,819128,778540,1242167,257195,355501,73219,22.25,1439116.0,740469.0,698647.0,1140096,,,,837509.0,67.79,77.61,57.37,,,,,,,,,,666714.0,531221.0,135493.0,772402.0,,,,,,,,,,,38.9,52.5,8.6,696,7,10,4823,331,"[581101, 581102, 581104, 581106, 581108, 581109, 581110, 581111, 581112, 581115, 581116, 581118, 581120, 581123, 581126, 581128, 581145, 581148, 581193, 581197, 581198, 581202, 581203, 581205, 581208, 581210, 581211, 581212, 581213]"
29,565,Bellary,bellary,489118,2452595,1236954,1215641,1532356,295258,920239,193860,37.52,2027140.0,1029714.0,997426.0,1320290,373034.0,,364638,980483.0,57.4,69.2,45.28,980483.0,314498.0,275866.0,108406.0,199472.0,58253.0,213583.0,535644.0,1146692.0,920821.0,801369.0,119452.0,1106319.0,524.0,523.0,515.0,381.0,358,11,260.0,53,471,418,42.0,33.5,24.4,522,30,13,8461,290,"[583101, 583102, 583103, 583104, 583105, 583111, 583112, 583113, 583114, 583115, 583116, 583117, 583118, 583119, 583120, 583121, 583122, 583123, 583124, 583126, 583128, 583129, 583130, 583132, 583134, 583135, 583136, 583152, 583201, 583203, 583211, 583212, 583214, 583215, 583216, 583217, 583218, 583219, 583220, 583221, 583222, 583223, 583224, 583225, 583239, 583275, 583276]"
29,566,Chitradurga,chitradurga,357003,1659456,840843,818613,1329923,283669,329533,73334,19.86,1517896.0,776221.0,741675.0,1243658,296718.0,,266235,849690.0,64.45,74.66,53.78,849690.0,228923.0,239747.0,108463.0,211183.0,45637.0,135181.0,345374.0,909656.0,721835.0,576035.0,145800.0,796061.0,946.0,916.0,913.0,879.0,620,11,197.0,56,722,714,51.8,35.6,12.5,948,115,8,8436,197,"[577502, 577511, 577515, 577517, 577519, 577520, 577521, 577522, 577523, 577524, 577526, 577527, 577529, 577531, 577532, 577533, 577535, 577536, 577537, 577538, 577539, 577540, 577541, 577542, 577543, 577545, 577546, 577554, 577555, 577558, 577596, 577597, 577598, 577599]"
29,567,Davanagere,davanagere,410176,1945497,986400,959097,1316487,275421,629010,134755,32.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800,123,8,5924,328,
