state_code,district_code,district_name,district_key,households_2011,persons_2011,males_2011,females_2011,rural_pop_2011,rural_hh_2011,urban_pop_2011,urban_hh_2011,urban_pct_2011,persons_2001,males_2001,females_2001,rural_2001,number_of_households_2001,scheduled_caste_population_2001,scheduled_tribe_population_2001,persons__literate_2001,persons__literacy_rate_2001,males__literatacy_rate_2001,females__literacy_rate_2001,total_educated_2001,below_primary_2001,primary_2001,middle_2001,matric_higher_secondary_diploma_2001,graduate_and_above_2001,x0___4_years_2001,x5___14_years_2001,x15___59_years_2001,total_workers_2001,main_workers_2001,marginal_workers_2001,non_workers_2001,total_inhabited_villages_2001,drinking_water_facilities_2001,safe_drinking_water_2001,primary_school_2001,middle_schools_2001,college_2001,medical_facility_2001,primary_health_centre_2001,bus_services_2001,paved_approach_road_2001,permanent_house_2001,semi_permanent_house_2001,temporary_house_2001,villages_inhabited,villages_uninhabited,towns,area_sqkm,pop_per_sqkm,pincodes
09,141,Gautam Buddha Nagar,gautambuddhanagar,327090,1648115,890214,757901,673806,111916,974309,215174,59.12,1202030.0,652819.0,549211.0,752615,204302.0,,398,675669.0,68.69,81.26,53.7,675669.0,142970.0,141557.0,130814.0,158673.0,84210.0,145921.0,326027.0,648789.0,363814.0,308884.0,54930.0,838216.0,392.0,388.0,388.0,326.0,97,6,358.0,14,75,289,80.6,13.0,6.5,304,16,13,1282,1286,"[201008, 201304, 201305, 201306, 201307, 201309, 201310, 201311, 201312, 201313, 201314, 203135, 203207, 203209]"
09,142,Bulandshahr ,bulandshahr,587529,3499171,1845260,1653911,2631742,440668,867429,146861,24.79,2913122.0,1550326.0,1362796.0,2238664,456218.0,,188,1408082.0,59.39,74.31,42.48,1408082.0,338698.0,339719.0,295810.0,289415.0,78539.0,362750.0,825503.0,1492318.0,1173805.0,786708.0,387097.0,1739317.0,1126.0,1119.0,1118.0,989.0,264,20,599.0,34,214,925,71.8,19.9,8.3,1174,68,21,4512,776,"[203001, 203002, 203129, 203131, 203132, 203150, 203205, 203206, 203389, 203390, 203391, 203392, 203393, 203394, 203395, 203396, 203397, 203398, 203399, 203401, 203402, 203403, 203405, 203407, 203408, 203409, 203411, 203412]"
09,143,Aligarh,aligarh,611371,3673889,1951996,1721893,2456698,407034,1217191,204337,33.13,2992286.0,1607402.0,1384884.0,2127592,465488.0,,230,1420604.0,58.48,71.71,43.03,1420604.0,343151.0,320601.0,286958.0,314134.0,101715.0,370294.0,864640.0,1541877.0,916298.0,697481.0,218817.0,2075988.0,1180.0,1176.0,1176.0,1027.0,357,5,512.0,20,138,919,78.1,9.7,12.2,1170,29,24,3650,1007,"[202001, 202122, 202123, 202125, 202126, 202127, 202128, 202129, 202130, 202131, 202132, 202133, 202134, 202135, 202136, 202137, 202138, 202140, 202141, 202142, 202143, 202145, 202146, 202150, 202155, 202165, 202170, 202280, 202281, 202282]"
09,144,Mahamaya Nagar,mahamayanagar,260860,1564708,836127,728581,1232015,204827,332693,56033,21.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655,14,12,1840,850,
09,145,Mathura,mathura,423125,2547184,1367125,1180059,1791191,292881,755993,130244,29.68,2074516.0,1127512.0,947004.0,1487493,317370.0,,231,1025566.0,61.46,76.47,43.43,1025566.0,260307.0,236973.0,195806.0,230782.0,69029.0,269064.0,596888.0,1058677.0,770918.0,538167.0,232751.0,1303598.0,736.0,721.0,720.0,624.0,215,9,260.0,15,74,597,89.2,4.3,6.5,730,144,25,3340,763,"[281003, 281004, 281005, 281006, 281121, 281122, 281123, 281201, 281202, 281203, 281204, 281205, 281206, 281301, 281302, 281303, 281305, 281403, 281404, 281405, 281406, 281501, 281502, 281504]"
09,146,Agra,agra,710566,4418797,2364953,2053844,2394602,371791,2024195,338775,45.81,3620436.0,1961282.0,1659154.0,2052727,544463.0,,866,1852919.0,62.6,74.6,48.35,1852919.0,420294.0,422524.0,342632.0,428490.0,145320.0,433392.0,1048115.0,1903890.0,984305.0,814102.0,170203.0,2636131.0,903.0,898.0,898.0,817.0,225,10,324.0,39,146,753,85.5,4.5,9.9,893,36,27,4041,1093,"[282001, 282002, 282003, 282004, 282005, 282006, 282007, 282008, 282009, 282010, 283101, 283102, 283104, 283105, 283110, 283111, 283112, 283113, 283114, 283115, 283119, 283121, 283122, 283123, 283124, 283125, 283126, 283201, 283202]"
09,147,Firozabad,firozabad,414266,2498156,1332046,1166110,1664987,274897,833169,139369,33.35,2052958.0,1108668.0,944290.0,1430405,308918.0,,193,1065525.0,64.48,75.89,50.95,1065525.0,270443.0,265743.0,215628.0,229765.0,58570.0,264678.0,596453.0,1055924.0,558941.0,455028.0,103913.0,1494017.0,795.0,790.0,788.0,662.0,203,16,338.0,21,96,583,74.2,9.8,16.0,790,17,9,2407,1038,"[283103, 283130, 283135, 283136, 283141, 283142, 283145, 283151, 283152, 283203, 283204, 283205, 283206, 283207]"
09,148,Mainpuri,mainpuri,313690,1868529,993377,875152,1580087,263503,288442,50187,15.44,1596718.0,859934.0,736784.0,1363625,243022.0,,710,842119.0,65.09,76.7,51.41,842119.0,195669.0,208417.0,197763.0,184805.0,37230.0,197128.0,458173.0,823383.0,439198.0,365115.0,74083.0,1157520.0,821.0,819.0,818.0,653.0,193,12,192.0,24,47,514,51.4,13.2,35.4,820,31,9,2760,677,"[205001, 205119, 205121, 205247, 205261, 205263, 205264, 205265, 205267, 205268, 205301, 205303, 205304]"
09,149,Budaun,budaun,615776,3681896,1967759,1714137,3037301,505491,644595,110285,17.51,3069426.0,1666669.0,1402757.0,2512290,471156.0,,106,924643.0,38.17,48.96,25.14,924643.0,302281.0,229555.0,181719.0,136571.0,39150.0,428949.0,918976.0,1523612.0,922100.0,768945.0,153155.0,2147326.0,1782.0,1768.0,1767.0,1348.0,260,8,448.0,26,197,917,43.1,20.2,36.7,1785,276,23,5168,712,"[242021, 243601, 243630, 243631, 243632, 243633, 243634, 243635, 243636, 243637, 243638, 243639, 243641, 243720, 243722, 243723, 243724, 243725, 243726, 243727, 243751]"
09,150,Bareilly,bareilly,756784,4448359,2357665,2090694,2879950,481039,1568409,275745,35.26,3618589.0,1934119.0,1684470.0,2427139,554761.0,,375,1387124.0,47.84,58.73,35.22,1387124.0,390960.0,318039.0,272576.0,242633.0,101026.0,474688.0,1069294.0,1862784.0,1095081.0,862821.0,232260.0,2523508.0,1865.0,1855.0,1854.0,1394.0,277,3,353.0,20,155,1281,64.4,21.9,13.7,1855,196,31,4120,1080,"[243001, 243002, 243004, 243005, 243006, 243122, 243126, 243201, 243202, 243203, 243301, 243302, 243303, 243401, 243402, 243403, 243407, 243501, 243502, 243503, 243504, 243505, 243506, 262406]"
09,151,Pilibhit,pilibhit,362573,2031007,1072002,959005,1679592,299026,351415,63547,17.3,1645183.0,876368.0,768815.0,1350959,254070.0,,1793,657860.0,49.81,62.49,35.11,657860.0,200415.0,176658.0,130982.0,94681.0,25895.0,212822.0,487217.0,841728.0,461339.0,360300.0,101039.0,1183844.0,1216.0,1191.0,1188.0,860.0,174,2,150.0,8,110,771,50.9,25.7,23.3,1295,140,11,3686,551,"[262001, 262121, 262122, 262124, 262202, 262305]"
09,152,Shahjahanpur,shahjahanpur,527501,3006538,1606403,1400135,2412446,425057,594092,102444,19.76,2547855.0,1383408.0,1164447.0,2022329,400657.0,,97,1004296.0,49.09,59.73,36.25,1004296.0,301453.0,267891.0,195084.0,153057.0,40276.0,328097.0,741587.0,1315712.0,729525.0,615499.0,114026.0,1818330.0,2157.0,2115.0,2114.0,1422.0,305,9,537.0,31,109,998,40.9,15.8,43.3,2088,240,11,4388,685,"[242001, 242042, 242123, 242127, 242220, 242221, 242223, 242226, 242301, 242303, 242305, 242306, 242307, 242401, 242405, 242406, 242407]"
09,153,Kheri,kheri,745077,4021243,2123187,1898056,3560208,661245,461035,83832,11.46,3207232.0,1713908.0,1493324.0,2861695,509388.0,,37949,1244189.0,48.39,59.5,35.38,1244189.0,373346.0,332730.0,224634.0,152601.0,48189.0,415269.0,915623.0,1648040.0,1008552.0,838041.0,170511.0,2198680.0,1709.0,1685.0,1683.0,1384.0,349,10,594.0,35,176,886,39.4,8.4,52.2,1706,88,14,7680,524,"[261501, 261502, 261505, 261506, 262701, 262702, 262721, 262722, 262723, 262724, 262725, 262726, 262727, 262728, 262801, 262802, 262803, 262804, 262805, 262901, 262902, 262903, 262904, 262905, 262906, 262907, 262908]"
09,154,Sitapur,sitapur,801764,4483992,2375264,2108728,3953208,714655,530784,87109,11.84,3619661.0,1941374.0,1678287.0,3186973,596177.0,,367,1404443.0,48.32,59.97,34.59,1404443.0,435619.0,374428.0,264396.0,186665.0,54991.0,468408.0,1015093.0,1874639.0,1125509.0,923925.0,201584.0,2494152.0,2321.0,2312.0,2312.0,1747.0,473,8,603.0,49,131,1167,31.7,6.0,62.2,2317,31,12,5743,781,"[261001, 261121, 261125, 261131, 261135, 261136, 261141, 261145, 261151, 261201, 261202, 261203, 261204, 261205, 261206, 261207, 261208, 261301, 261302, 261303, 261401, 261402, 261403, 261404, 261405]"
09,155,Hardoi,hardoi,730442,4092845,2191442,1901403,3551039,638627,541806,91815,13.24,3398306.0,1842698.0,1555608.0,2990993,560319.0,,203,1420161.0,51.88,64.39,36.77,1420161.0,421372.0,403917.0,282722.0,214492.0,53650.0,434579.0,965262.0,1758832.0,1097661.0,904115.0,193546.0,2300645.0,1901.0,1864.0,1864.0,1498.0,408,26,463.0,30,170,1036,31.2,6.5,62.3,1907,163,13,5986,684,"[241001, 241121, 241122, 241123, 241124, 241125, 241126, 241127, 241201, 241202, 241203, 241204, 241301, 241302, 241303, 241304, 241305, 241401, 241402, 241403, 241404, 241405, 241406, 241407]"
09,156,Unnao,unnao,588533,3108367,1630087,1478280,2576721,491106,531646,97427,17.1,2700324.0,1422509.0,1277815.0,2288781,465061.0,,957,1215090.0,54.64,66.28,41.59,1215090.0,329946.0,331098.0,260419.0,200805.0,53066.0,307896.0,759225.0,1424313.0,926335.0,685498.0,240837.0,1773989.0,1689.0,1675.0,1675.0,1273.0,339,12,413.0,32,106,767,30.8,13.4,55.7,1693,102,21,4558,682,"[209801, 209821, 209825, 209827, 209831, 209841, 209859, 209861, 209862, 209863, 209864, 209865, 209866, 209867, 209868, 209869, 209870, 209871, 209881]"
09,157,Lucknow,lucknow,860703,4589838,2394476,2195362,1550842,283193,3038996,577510,66.21,3647834.0,1932317.0,1715517.0,1326873,644269.0,,2868,2129942.0,68.71,75.98,60.47,2129942.0,389674.0,407935.0,360060.0,538835.0,371574.0,358658.0,912521.0,2129721.0,1086400.0,900181.0,186219.0,2561434.0,822.0,822.0,822.0,686.0,159,6,272.0,25,50,582,70.6,7.7,21.7,803,4,12,2528,1816,"[226001, 226002, 226003, 226004, 226005, 226006, 226007, 226008, 226009, 226010, 226011, 226012, 226013, 226014, 226015, 226016, 226017, 226018, 226019, 226020, 226021, 226022, 226023, 226024, 226025, 226026, 226027, 226028, 226029, 226030, 226031, 226101, 226102, 226103, 226104, 226201, 226202, 226203, 226301, 226302, 226303, 226401, 226501]"
09,158,Rae Bareli,raebareli,619707,3405559,1752542,1653017,3097564,565776,307995,53931,9.04,2872335.0,1472230.0,1400105.0,2598337,499185.0,,1802,1259547.0,53.79,67.61,39.3,1259547.0,330304.0,335367.0,257191.0,227681.0,57701.0,347581.0,804719.0,1497090.0,1023506.0,660527.0,362979.0,1848829.0,1733.0,1719.0,1719.0,1270.0,301,35,505.0,47,106,825,34.2,8.3,57.6,1733,40,9,4609,739,"[229001, 229010, 229103, 229120, 229121, 229122, 229123, 229124, 229125, 229126, 229127, 229128, 229129, 229130, 229135, 229201, 229202, 229203, 229204, 229205, 229206, 229207, 229208, 229209, 229210, 229211, 229212, 229215, 229216, 229301, 229302, 229303, 229304, 229305, 229306, 229307, 229308, 229309, 229310, 229311, 229316, 229401, 229402, 229404, 229405, 229406, 229801, 229802]"
09,159,Farrukhabad,farrukhabad,314144,1885204,1006240,878964,1469019,242119,416185,72025,22.08,1570408.0,849800.0,720608.0,1228864,241422.0,,911,780747.0,60.89,71.14,48.65,780747.0,194876.0,194992.0,160631.0,159121.0,41417.0,187965.0,450386.0,822847.0,462853.0,380901.0,81952.0,1107555.0,883.0,869.0,869.0,683.0,190,11,176.0,11,132,488,52.5,13.3,34.2,872,133,9,2181,864,"[209501, 209502, 209503, 209504, 209505, 209601, 209602, 209621, 209622, 209625, 209651, 209652, 209724, 209739, 209743, 209745, 209749]"
09,160,Kannauj,kannauj,280928,1656616,881776,774840,1375775,233746,280841,47182,16.95,1388923.0,744170.0,644753.0,1156951,212647.0,,47,698434.0,61.88,72.76,49.16,698434.0,170818.0,175550.0,165586.0,138322.0,30008.0,169117.0,407387.0,716251.0,457591.0,347072.0,110519.0,931332.0,693.0,686.0,685.0,572.0,159,11,234.0,17,61,315,41.7,14.5,43.8,688,64,8,2093,792,"[209720, 209722, 209723, 209725, 209726, 209727, 209728, 209729, 209731, 209732, 209733, 209734, 209735, 209736, 209738, 209747]"
09,161,Etawah,etawah,277527,1581810,845856,735954,1215511,213548,366299,63979,23.16,1338871.0,720749.0,618122.0,1030789,214222.0,,16,766407.0,69.57,79.92,57.38,766407.0,167879.0,191208.0,182517.0,163037.0,46519.0,156367.0,367369.0,708156.0,368609.0,298612.0,69997.0,970262.0,686.0,685.0,685.0,597.0,304,3,104.0,11,52,489,59.6,13.1,27.3,686,6,6,2311,684,"[206001, 206002, 206003, 206120, 206123, 206124, 206125, 206126, 206127, 206128, 206130, 206131, 206242, 206245, 206253]"
09,162,Auraiya,auraiya,248197,1379545,740040,639505,1145323,206164,234222,42033,16.98,1179993.0,635762.0,544231.0,1011026,193269.0,,68,680440.0,70.5,80.14,59.13,680440.0,152325.0,164161.0,167635.0,145814.0,40118.0,142163.0,325391.0,622006.0,388260.0,285149.0,103111.0,791733.0,776.0,764.0,764.0,602.0,269,8,126.0,14,70,466,44.1,20.3,35.6,769,70,9,2016,684,"[206121, 206122, 206129, 206241, 206243, 206244, 206246, 206247, 206248, 206249, 206250, 206251, 206252, 206255]"
09,163,Kanpur Dehat,kanpurdehat,329817,1796184,963255,832929,1622761,298833,173423,30984,9.66,1563336.0,844339.0,718997.0,1455569,259937.0,,382,852350.0,66.44,76.39,54.64,852350.0,191474.0,204604.0,204088.0,175786.0,35974.0,187308.0,426094.0,803574.0,513211.0,377230.0,135981.0,1050125.0,971.0,965.0,965.0,825.0,240,11,431.0,18,69,547,32.9,30.3,36.8,966,63,12,3021,595,"[209111, 209112, 209115, 209121, 209125, 209202, 209204, 209205, 209208, 209209, 209210, 209301, 209302, 209303, 209306, 209307, 209308, 209310, 209311, 209312]"
09,164,Kanpur Nagar,kanpurnagar,863338,4581268,2459806,2121462,1565623,293376,3015645,569962,65.83,4167999.0,2247216.0,1920783.0,1370488,714380.0,,2051,2659833.0,74.37,80.25,67.46,2659833.0,427139.0,523812.0,513054.0,722936.0,344813.0,392312.0,1015726.0,2419625.0,1247833.0,1040278.0,207555.0,2920166.0,909.0,897.0,897.0,783.0,270,13,419.0,30,56,685,65.0,19.5,15.5,902,101,10,3155,1452,"[208002, 208003, 208004, 208005, 208006, 208007, 208008, 208009, 208010, 208011, 208012, 208013, 208014, 208015, 208016, 208017, 208019, 208020, 208021, 208022, 208023, 208024, 208025, 208026, 208027, 209214, 209217, 209304, 209305, 209401, 209402]"
09,165,Jalaun ,jalaun,288338,1689974,906092,783882,1271074,216570,418900,71768,24.79,1454452.0,786641.0,667811.0,1113926,230664.0,,140,782033.0,64.52,77.39,49.21,782033.0,166869.0,198625.0,168398.0,170971.0,51376.0,157483.0,384698.0,787702.0,522881.0,356090.0,166791.0,931571.0,937.0,916.0,916.0,822.0,259,10,317.0,22,139,514,52.5,44.9,2.6,942,209,10,4565,370,"[285001, 285121, 285122, 285123, 285124, 285126, 285127, 285128, 285129, 285130, 285201, 285202, 285203, 285204, 285206, 285223]"
09,166,Jhansi,jhansi,367779,1998603,1057436,941167,1165119,215843,833484,151936,41.7,1744931.0,932818.0,812113.0,1033171,289863.0,,1070,958769.0,65.47,78.76,50.16,958769.0,199330.0,237254.0,202763.0,203745.0,80467.0,187108.0,438923.0,984999.0,646007.0,466903.0,179104.0,1098924.0,764.0,750.0,750.0,657.0,203,4,285.0,15,146,435,68.0,31.2,0.8,745,71,19,5024,398,"[284001, 284002, 284003, 284120, 284121, 284127, 284128, 284135, 284201, 284202, 284205, 284206, 284301, 284302, 284304, 284305, 284401, 284419]"
09,167,Lalitpur,lalitpur,222094,1221592,641011,580581,1046214,189543,175378,32551,14.36,977734.0,519413.0,458321.0,835790,166012.0,,2,384491.0,49.46,63.81,32.97,384491.0,124307.0,112900.0,73177.0,46384.0,17649.0,137620.0,267019.0,506848.0,422365.0,289137.0,133228.0,555369.0,697.0,669.0,669.0,569.0,155,-,164.0,13,201,300,69.5,29.9,0.6,691,61,6,5039,242,"[284122, 284124, 284125, 284126, 284136, 284402, 284403, 284404, 284406, 284501]"
09,168,Hamirpur,hamirpur,204863,1104285,593537,510748,894437,166700,209848,38163,19.0,412700.0,196593.0,216107.0,382494,86771.0,,155,298498.0,82.46,90.15,75.7,298498.0,44767.0,79284.0,59251.0,96848.0,15783.0,36232.0,85853.0,240029.0,205405.0,119870.0,85535.0,207295.0,1635.0,1635.0,1634.0,555.0,224,3,289.0,16,891,733,41.1,56.8,2.1,497,130,7,4021,275,"[210301, 210341, 210422, 210428, 210430, 210432, 210501, 210502, 210505, 210506]"
09,169,Mahoba,mahoba,158435,875958,466358,409600,690577,124678,185381,33757,21.16,708447.0,379691.0,328756.0,553552,118970.0,,65,305662.0,53.28,67.74,36.41,305662.0,88463.0,85608.0,62340.0,44785.0,15048.0,90536.0,189194.0,370284.0,299772.0,204026.0,95746.0,408675.0,421.0,403.0,403.0,358.0,99,-,131.0,8,54,197,48.7,50.9,0.4,435,86,5,3144,279,"[210423, 210426, 210433]"
09,170,Banda,banda,319963,1799410,965876,833534,1523655,270245,275755,49718,15.32,1537334.0,826544.0,710790.0,1293316,249911.0,,54,670986.0,54.38,69.28,36.78,670986.0,196964.0,177757.0,128951.0,106364.0,39166.0,202221.0,425496.0,788637.0,619361.0,412443.0,206918.0,917973.0,682.0,675.0,675.0,590.0,246,4,191.0,14,112,374,22.1,77.1,0.8,657,37,8,4408,408,"[210001, 210120, 210121, 210123, 210125, 210126, 210128, 210129, 210201]"
09,171,Chitrakoot,chitrakoot,168232,991730,527721,464009,895398,151278,96332,16954,9.71,766225.0,409178.0,357047.0,689665,121827.0,,1,392997.0,65.04,77.69,50.3,392997.0,136948.0,88144.0,54894.0,52070.0,15028.0,107698.0,221406.0,379702.0,323956.0,224429.0,99527.0,442269.0,545.0,524.0,524.0,430.0,135,8,138.0,17,57,211,25.6,73.2,1.2,562,94,4,3216,308,"[210204, 210205]"
09,172,Fatehpur,fatehpur,472238,2632733,1384722,1248011,2310740,414578,321993,57660,12.23,2308384.0,1219602.0,1088782.0,2070634,390592.0,,467,1062431.0,56.3,69.01,41.93,1062431.0,276056.0,283399.0,212399.0,195708.0,49519.0,271406.0,649903.0,1210622.0,869612.0,594435.0,275177.0,1438772.0,1353.0,1339.0,1339.0,1077.0,298,27,304.0,30,90,675,30.0,26.9,43.1,1352,163,7,4152,634,"[212601, 212620, 212621, 212622, 212631, 212635, 212641, 212645, 212650, 212651, 212652, 212653, 212654, 212655, 212656, 212657, 212658, 212659, 212661, 212663, 212664, 212665]"
09,173,Pratapgarh,pratapgarh,533546,3209141,1606085,1603056,3033899,505129,175242,28417,5.46,2731174.0,1362948.0,1368226.0,2586619,438936.0,,159,1278271.0,57.6,73.99,41.54,1278271.0,327551.0,337855.0,243357.0,258383.0,60953.0,329445.0,797541.0,1370305.0,915786.0,578632.0,337154.0,1815388.0,2182.0,2179.0,2179.0,1374.0,354,20,504.0,34,209,1377,36.0,54.3,9.7,2183,34,9,3717,863,"[229408, 229410, 230001, 230002, 230121, 230124, 230125, 230126, 230127, 230128, 230129, 230130, 230131, 230132, 230133, 230134, 230135, 230136, 230137, 230138, 230139, 230141, 230142, 230143, 230144, 230201, 230202, 230204, 230301, 230302, 230304, 230306, 230401, 230402, 230403, 230404, 230405, 230501, 230502, 230503]"
09,174,Kaushambi,kaushambi,277851,1599596,838485,761111,1475140,256198,124456,21653,7.78,1293154.0,682290.0,610864.0,1201369,217248.0,,86,481756.0,46.88,61.96,29.79,481756.0,146645.0,120937.0,81498.0,95162.0,16038.0,171912.0,386137.0,646011.0,506733.0,325303.0,181430.0,786421.0,742.0,734.0,734.0,545.0,187,12,266.0,16,81,528,29.2,45.3,25.5,729,139,9,1779,899,"[212202, 212205, 212206, 212207, 212214]"
09,175,Allahabad ,allahabad,976733,5954391,3131807,2822584,4481518,721011,1472873,255722,24.74,4936105.0,2626448.0,2309657.0,3729320,740941.0,,4273,2506942.0,62.11,75.81,46.38,2506942.0,536398.0,542568.0,404832.0,616060.0,254138.0,586483.0,1374513.0,2598662.0,1671349.0,1106598.0,564751.0,3264756.0,2802.0,2783.0,2783.0,1733.0,613,61,651.0,53,201,1956,50.7,45.5,3.8,2809,244,25,5482,1086,"[211001, 211002, 211003, 211004, 211005, 211006, 211007, 211008, 211009, 211010, 211012, 211013, 211014, 211015, 211016, 211017, 211018, 211019, 212104, 212105, 212106, 212107, 212108, 212109, 212111, 212212, 212301, 212302, 212303, 212305, 212306, 212307, 212402, 212404, 212405, 212502, 212503, 221502, 221503, 221505, 221507, 221508, 229411, 229412, 229413]"
09,176,Bara Banki,barabanki,579058,3260699,1707073,1553626,2929896,524255,330803,54803,10.15,2673581.0,1416921.0,1256660.0,2424836,459077.0,,456,1023004.0,47.39,58.85,34.29,1023004.0,283111.0,276581.0,197416.0,166060.0,40792.0,336184.0,739667.0,1392802.0,983751.0,724352.0,259399.0,1689830.0,1821.0,1816.0,1815.0,1303.0,241,10,442.0,28,73,991,37.9,12.6,49.4,1817,22,15,4402,741,"[225001, 225002, 225003, 225119, 225120, 225121, 225122, 225123, 225124, 225125, 225126, 225201, 225202, 225203, 225204, 225205, 225206, 225207, 225208, 225301, 225302, 225303, 225304, 225305, 225306, 225401, 225403, 225404, 225405, 225409, 225412, 225413, 225414, 225415, 225416]"
09,177,Faizabad,faizabad,423375,2470996,1259628,1211368,2130743,365711,340253,57664,13.77,2088928.0,1077472.0,1011456.0,1807655,343000.0,,190,960361.0,56.28,69.42,42.26,960361.0,243946.0,258162.0,182226.0,186048.0,61532.0,247587.0,581770.0,1097959.0,823717.0,527901.0,295816.0,1265211.0,1247.0,1227.0,1226.0,917.0,250,12,277.0,15,30,772,43.6,33.3,23.1,1235,29,10,2341,1056,"[224001, 224126, 224188, 224204, 224225]"
09,178,Ambedkar Nagar,ambedkarnagar,368728,2397888,1212410,1185478,2117158,325035,280730,43693,11.71,2026876.0,1024953.0,1001923.0,1845783,294711.0,,143,954537.0,58.43,71.37,45.3,954537.0,252500.0,263863.0,182351.0,166943.0,54150.0,255361.0,585558.0,1019739.0,677980.0,442210.0,235770.0,1348896.0,1675.0,1666.0,1662.0,996.0,251,17,361.0,16,30,734,45.2,47.6,7.1,1649,101,7,2350,1020,"[224122, 224125, 224129, 224132, 224133, 224137, 224139, 224143, 224145, 224146, 224147, 224149, 224151, 224155, 224157, 224159, 224168, 224172, 224176, 224181, 224183, 224186, 224190, 224210, 224227, 224230, 224231, 224232, 224235, 224238]"
09,179,Sultanpur,sultanpur,623523,3797117,1914586,1882531,3597201,590446,199916,33077,5.26,3214832.0,1623819.0,1591013.0,3062574,507320.0,,466,1448422.0,55.75,70.49,40.86,1448422.0,385658.0,401426.0,291887.0,239948.0,72064.0,403689.0,912568.0,1624383.0,1032520.0,679114.0,353406.0,2182312.0,2499.0,2484.0,2483.0,1713.0,427,32,621.0,53,125,1528,32.7,46.5,20.9,2498,29,11,4436,856,"[222302, 222303, 227304, 227405, 227406, 227407, 227408, 227409, 227411, 227412, 227413, 227801, 227805, 227806, 227807, 227808, 227809, 227811, 227812, 227813, 227814, 227815, 227816, 227817, 228001, 228118, 228119, 228120, 228121, 228125, 228131, 228132, 228133, 228141, 228142, 228145, 228151, 228155, 228159, 228161, 228171]"
09,180,Bahraich,bahraich,603754,3487731,1843884,1643847,3203687,557893,284044,45861,8.14,2381072.0,1275351.0,1105721.0,2143074,385525.0,,8558,665826.0,35.16,45.58,22.78,665826.0,202872.0,180251.0,98848.0,94105.0,30157.0,315586.0,675190.0,1225143.0,844320.0,632957.0,211363.0,1536752.0,1204.0,1189.0,1189.0,936.0,177,7,352.0,28,100,544,32.1,25.2,42.7,1359,31,5,5237,666,"[271801, 271824, 271825, 271830, 271841, 271851, 271872, 271881, 271882, 271901, 271902, 271903, 271904]"
09,181,Shrawasti,shrawasti,188289,1117361,593897,523464,1078712,182331,38649,5958,3.46,1176391.0,631916.0,544475.0,1143035,189968.0,,4756,318353.0,33.82,46.67,18.58,318353.0,92362.0,85177.0,53384.0,44076.0,10077.0,151813.0,324108.0,610512.0,486475.0,338879.0,147596.0,689916.0,679.0,672.0,672.0,577.0,67,4,328.0,11,45,305,39.5,27.4,33.1,509,32,2,1640,681,"[271803, 271805, 271831, 271835, 271840]"
09,182,Balrampur,balrampur,323881,2148665,1114721,1033944,1982274,298368,166391,25513,7.74,1682350.0,887939.0,794411.0,1546770,256300.0,,19347,464587.0,34.6,45.84,21.79,464587.0,150287.0,130160.0,68865.0,63201.0,18324.0,219744.0,486630.0,847571.0,714059.0,501620.0,212439.0,968291.0,999.0,996.0,995.0,794.0,120,5,330.0,18,103,487,63.9,13.2,22.9,998,17,6,3349,642,"[271203, 271205, 271206, 271207, 271210, 271215, 271306, 271607, 271609, 271861]"
09,183,Gonda,gonda,541247,3433919,1787146,1646773,3208890,504278,225029,36969,6.55,2765586.0,1451101.0,1314485.0,2571267,429606.0,,182,949342.0,42.59,56.39,27.17,949342.0,264319.0,263721.0,164966.0,160639.0,42611.0,346448.0,798870.0,1415014.0,939094.0,697223.0,241871.0,1826492.0,1815.0,1813.0,1813.0,1307.0,252,13,474.0,25,45,842,54.3,20.1,25.7,1812,5,10,4003,858,"[271001, 271002, 271003, 271122, 271123, 271124, 271125, 271126, 271129, 271202, 271301, 271302, 271303, 271304, 271308, 271309, 271310, 271311, 271312, 271313, 271319, 271401, 271402, 271403, 271502, 271503, 271601, 271602, 271603]"
09,184,Siddharthnagar,siddharthnagar,379351,2559297,1295095,1264202,2398606,355461,160691,23890,6.28,2040085.0,1047165.0,992920.0,1962284,307765.0,,228,678900.0,42.3,56.66,27.08,678900.0,225046.0,195334.0,96690.0,96297.0,22990.0,283007.0,604525.0,995999.0,776487.0,493431.0,283056.0,1263598.0,2338.0,2322.0,2320.0,1172.0,194,8,402.0,25,86,1081,75.3,15.6,9.1,2336,169,8,2895,884,"[272189, 272192, 272193, 272195, 272202, 272203, 272204, 272205, 272206, 272207, 272208]"
09,185,Basti,basti,382212,2464464,1255272,1209192,2326367,360637,138097,21575,5.6,2084814.0,1075765.0,1009049.0,1968829,315309.0,,235,880827.0,52.49,67.1,36.92,880827.0,241829.0,227708.0,158454.0,165101.0,44900.0,265106.0,597257.0,1052223.0,735176.0,483455.0,251721.0,1349638.0,3156.0,3092.0,3092.0,1192.0,237,13,362.0,28,91,1331,64.9,18.3,16.8,3160,188,3,2688,917,"[272001, 272002, 272123, 272124, 272127, 272128, 272130, 272131, 272150, 272155, 272161, 272163, 272171, 272177, 272181, 272182, 272190, 272301, 272302]"
