district_key,pincode,district_name,state_code,district_key_norm,pct_attending_edu,pct_attending_school,pct_attending_college,pct_never_attended
adilabad,504001,Adilabad,28.0,adilabad,27.16,22.05,3.71,43.47
adilabad,504002,Adilabad,28.0,adilabad,27.16,22.05,3.71,43.47
adilabad,504101,Adilabad,28.0,adilabad,27.16,22.05,3.71,43.47
adilabad,504102,Adilabad,28.0,adilabad,27.16,22.05,3.71,43.47
adilabad,504103,Adilabad,28.0,adilabad,27.16,22.05,3.71,43.47
adilabad,504104,Adilabad,28.0,adilabad,27.16,22.05,3.71,43.47
adilabad,504105,Adilabad,28.0,adilabad,27.16,22.05,3.71,43.47
adilabad,504106,Adilabad,28.0,adilabad,27.16,22.05,3.71,43.47
adilabad,504107,Adilabad,28.0,adilabad,27.16,22.05,3.71,43.47
adilabad,504109,Adilabad,28.0,adilabad,27.16,22.05,3.71,43.47
adilabad,504110,Adilabad,28.0,adilabad,27.16,22.05,3.71,43.47
adilabad,504201,Adilabad,28.0,adilabad,27.16,22.05,3.71,43.47
adilabad,504202,Adilabad,28.0,adilabad,27.16,22.05,3.71,43.47
adilabad,504203,Adilabad,28.0,adilabad,27.16,22.05,3.71,43.47
adilabad,504204,Adilabad,28.0,adilabad,27.16,22.05,3.71,43.47
adilabad,504205,Adilabad,28.0,adilabad,27.16,22.05,3.71,43.47
adilabad,504206,Adilabad,28.0,adilabad,27.16,22.05,3.71,43.47
adilabad,504207,Adilabad,28.0,adilabad,27.16,22.05,3.71,43.47
adilabad,504208,Adilabad,28.0,adilabad,27.16,22.05,3.71,43.47
adilabad,504209,Adilabad,28.0,adilabad,27.16,22.05,3.71,43.47
adilabad,504214,Adilabad,28.0,adilabad,27.16,22.05,3.71,43.47
adilabad,504215,Adilabad,28.0,adilabad,27.16,22.05,3.71,43.47
adilabad,504216,Adilabad,28.0,adilabad,27.16,22.05,3.71,43.47
adilabad,504218,Adilabad,28.0,adilabad,27.16,22.05,3.71,43.47
adilabad,504219,Adilabad,28.0,adilabad,27.16,22.05,3.71,43.47
adilabad,504220,Adilabad,28.0,adilabad,27.16,22.05,3.71,43.47
adilabad,504231,Adilabad,28.0,adilabad,27.16,22.05,3.71,43.47
adilabad,504251,Adilabad,28.0,adilabad,27.16,22.05,3.71,43.47
adilabad,504272,Adilabad,28.0,adilabad,27.16,22.05,3.71,43.47
adilabad,504273,Adilabad,28.0,adilabad,27.16,22.05,3.71,43.47
adilabad,504292,Adilabad,28.0,adilabad,27.16,22.05,3.71,43.47
adilabad,504293,Adilabad,28.0,adilabad,27.16,22.05,3.71,43.47
adilabad,504294,Adilabad,28.0,adilabad,27.16,22.05,3.71,43.47
adilabad,504295,Adilabad,28.0,adilabad,27.16,22.05,3.71,43.47
adilabad,504296,Adilabad,28.0,adilabad,27.16,22.05,3.71,43.47
adilabad,504297,Adilabad,28.0,adilabad,27.16,22.05,3.71,43.47
adilabad,504299,Adilabad,28.0,adilabad,27.16,22.05,3.71,43.47
adilabad,504301,Adilabad,28.0,adilabad,27.16,22.05,3.71,43.47
adilabad,504302,Adilabad,28.0,adilabad,27.16,22.05,3.71,43.47
adilabad,504303,Adilabad,28.0,adilabad,27.16,22.05,3.71,43.47
adilabad,504304,Adilabad,28.0,adilabad,27.16,22.05,3.71,43.47
adilabad,504306,Adilabad,28.0,adilabad,27.16,22.05,3.71,43.47
adilabad,504307,Adilabad,28.0,adilabad,27.16,22.05,3.71,43.47
adilabad,504308,Adilabad,28.0,adilabad,27.16,22.05,3.71,43.47
adilabad,504309,Adilabad,28.0,adilabad,27.16,22.05,3.71,43.47
adilabad,504310,Adilabad,28.0,adilabad,27.16,22.05,3.71,43.47
adilabad,504311,Adilabad,28.0,adilabad,27.16,22.05,3.71,43.47
adilabad,504312,Adilabad,28.0,adilabad,27.16,22.05,3.71,43.47
adilabad,504313,Adilabad,28.0,adilabad,27.16,22.05,3.71,43.47
adilabad,504323,Adilabad,28.0,adilabad,27.16,22.05,3.71,43.47
adilabad,504346,Adilabad,28.0,adilabad,27.16,22.05,3.71,43.47
agra,282001,Agra,9.0,agra,29.76,25.41,3.81,37.47
agra,282002,Agra,9.0,agra,29.76,25.41,3.81,37.47
agra,282003,Agra,9.0,agra,29.76,25.41,3.81,37.47
agra,282004,Agra,9.0,agra,29.76,25.41,3.81,37.47
agra,282005,Agra,9.0,agra,29.76,25.41,3.81,37.47
agra,282006,Agra,9.0,agra,29.76,25.41,3.81,37.47
agra,282007,Agra,9.0,agra,29.76,25.41,3.81,37.47
agra,282008,Agra,9.0,agra,29.76,25.41,3.81,37.47
agra,282009,Agra,9.0,agra,29.76,25.41,3.81,37.47
agra,282010,Agra,9.0,agra,29.76,25.41,3.81,37.47
agra,283101,Agra,9.0,agra,29.76,25.41,3.81,37.47
agra,283102,Agra,9.0,agra,29.76,25.41,3.81,37.47
agra,283104,Agra,9.0,agra,29.76,25.41,3.81,37.47
agra,283105,Agra,9.0,agra,29.76,25.41,3.81,37.47
agra,283110,Agra,9.0,agra,29.76,25.41,3.81,37.47
agra,283111,Agra,9.0,agra,29.76,25.41,3.81,37.47
agra,283112,Agra,9.0,agra,29.76,25.41,3.81,37.47
agra,283113,Agra,9.0,agra,29.76,25.41,3.81,37.47
agra,283114,Agra,9.0,agra,29.76,25.41,3.81,37.47
agra,283115,Agra,9.0,agra,29.76,25.41,3.81,37.47
agra,283119,Agra,9.0,agra,29.76,25.41,3.81,37.47
agra,283121,Agra,9.0,agra,29.76,25.41,3.81,37.47
agra,283122,Agra,9.0,agra,29.76,25.41,3.81,37.47
agra,283123,Agra,9.0,agra,29.76,25.41,3.81,37.47
agra,283124,Agra,9.0,agra,29.76,25.41,3.81,37.47
agra,283125,Agra,9.0,agra,29.76,25.41,3.81,37.47
agra,283126,Agra,9.0,agra,29.76,25.41,3.81,37.47
agra,283201,Agra,9.0,agra,29.76,25.41,3.81,37.47
agra,283202,Agra,9.0,agra,29.76,25.41,3.81,37.47
ahmedabad,380001,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,380002,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,380004,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,380005,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,380006,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,380007,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,380008,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,380009,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,380013,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,380014,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,380015,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,380016,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,380018,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,380019,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,380021,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,380022,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,380023,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,380024,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,380026,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,380027,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,380028,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,380050,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,380051,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,380052,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,380054,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,380055,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,380058,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,380059,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,380061,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,380063,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,382110,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,382140,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,382145,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,382150,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,382210,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,382213,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,382220,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,382225,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,382230,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,382240,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,382245,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,382250,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,382255,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,382260,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,382265,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,382330,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,382340,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,382345,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,382350,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,382405,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,382415,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,382418,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,382425,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,382427,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,382430,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,382435,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,382440,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,382443,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,382445,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,382449,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,382450,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,382455,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,382460,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,382463,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,382465,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,382470,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,382475,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,382480,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmedabad,382481,Ahmadabad,24.0,ahmadabad,24.53,19.76,3.93,22.03
ahmednagar,413201,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,413204,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,413205,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,413701,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,413702,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,413703,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,413704,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,413705,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,413706,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,413707,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,413708,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,413709,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,413710,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,413711,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,413712,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,413713,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,413714,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,413715,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,413716,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,413717,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,413718,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,413719,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,413720,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,413721,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,413722,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,413723,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,413725,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,413726,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,413728,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,413736,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,413737,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,413738,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,413739,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,414001,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,414002,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,414003,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,414005,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,414006,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,414101,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,414102,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,414103,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,414105,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,414106,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,414110,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,414111,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,414113,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,414201,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,414301,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,414302,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,414303,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,414304,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,414305,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,414306,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,414401,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,414402,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,414403,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,414501,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,414502,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,414503,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,414504,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,414505,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,414601,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,414602,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,414603,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,414604,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,414605,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,414606,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,414607,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,414609,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,414701,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,422601,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,422602,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,422603,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,422604,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,422605,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,422608,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,422610,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,422611,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,422620,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,422622,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,423107,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,423109,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,423601,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,423602,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,423603,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,423604,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,423605,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
ahmednagar,423607,Ahmadnagar,27.0,ahmadnagar,25.45,21.58,2.85,27.48
aizawl,796001,Aizawl,15.0,aizawl,30.4,25.34,4.32,11.79
aizawl,796004,Aizawl,15.0,aizawl,30.4,25.34,4.32,11.79
aizawl,796005,Aizawl,15.0,aizawl,30.4,25.34,4.32,11.79
aizawl,796007,Aizawl,15.0,aizawl,30.4,25.34,4.32,11.79
aizawl,796008,Aizawl,15.0,aizawl,30.4,25.34,4.32,11.79
aizawl,796009,Aizawl,15.0,aizawl,30.4,25.34,4.32,11.79
aizawl,796012,Aizawl,15.0,aizawl,30.4,25.34,4.32,11.79
aizawl,796014,Aizawl,15.0,aizawl,30.4,25.34,4.32,11.79
aizawl,796017,Aizawl,15.0,aizawl,30.4,25.34,4.32,11.79
aizawl,796111,Aizawl,15.0,aizawl,30.4,25.34,4.32,11.79
aizawl,796161,Aizawl,15.0,aizawl,30.4,25.34,4.32,11.79
aizawl,796190,Aizawl,15.0,aizawl,30.4,25.34,4.32,11.79
aizawl,796261,Aizawl,15.0,aizawl,30.4,25.34,4.32,11.79
ajmer,305001,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
ajmer,305002,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
ajmer,305003,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
ajmer,305004,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
ajmer,305005,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
ajmer,305007,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
ajmer,305009,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
ajmer,305012,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
ajmer,305021,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
ajmer,305022,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
ajmer,305023,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
ajmer,305024,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
ajmer,305025,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
ajmer,305201,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
ajmer,305202,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
ajmer,305203,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
ajmer,305204,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
ajmer,305205,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
ajmer,305206,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
ajmer,305207,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
ajmer,305401,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
ajmer,305402,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
ajmer,305403,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
ajmer,305404,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
ajmer,305405,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
ajmer,305406,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
ajmer,305407,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
ajmer,305408,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
ajmer,305412,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
ajmer,305415,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
ajmer,305601,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
ajmer,305621,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
ajmer,305622,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
ajmer,305623,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
ajmer,305624,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
ajmer,305625,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
ajmer,305627,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
ajmer,305628,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
ajmer,305629,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
ajmer,305630,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
ajmer,305801,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
ajmer,305802,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
ajmer,305811,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
ajmer,305812,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
ajmer,305813,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
ajmer,305814,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
ajmer,305815,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
ajmer,305816,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
ajmer,305817,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
ajmer,305819,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
ajmer,305901,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
ajmer,305923,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
ajmer,305924,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
ajmer,305926,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
ajmer,305927,Ajmer,8.0,ajmer,23.34,20.69,1.91,39.11
akola,444001,Akola,27.0,akola,29.4,24.52,4.22,19.24
akola,444002,Akola,27.0,akola,29.4,24.52,4.22,19.24
akola,444003,Akola,27.0,akola,29.4,24.52,4.22,19.24
akola,444005,Akola,27.0,akola,29.4,24.52,4.22,19.24
akola,444006,Akola,27.0,akola,29.4,24.52,4.22,19.24
akola,444101,Akola,27.0,akola,29.4,24.52,4.22,19.24
akola,444102,Akola,27.0,akola,29.4,24.52,4.22,19.24
akola,444103,Akola,27.0,akola,29.4,24.52,4.22,19.24
akola,444104,Akola,27.0,akola,29.4,24.52,4.22,19.24
akola,444107,Akola,27.0,akola,29.4,24.52,4.22,19.24
akola,444108,Akola,27.0,akola,29.4,24.52,4.22,19.24
akola,444109,Akola,27.0,akola,29.4,24.52,4.22,19.24
akola,444111,Akola,27.0,akola,29.4,24.52,4.22,19.24
akola,444117,Akola,27.0,akola,29.4,24.52,4.22,19.24
akola,444126,Akola,27.0,akola,29.4,24.52,4.22,19.24
akola,444302,Akola,27.0,akola,29.4,24.52,4.22,19.24
akola,444311,Akola,27.0,akola,29.4,24.52,4.22,19.24
akola,444401,Akola,27.0,akola,29.4,24.52,4.22,19.24
akola,444402,Akola,27.0,akola,29.4,24.52,4.22,19.24
akola,444405,Akola,27.0,akola,29.4,24.52,4.22,19.24
akola,444407,Akola,27.0,akola,29.4,24.52,4.22,19.24
akola,444501,Akola,27.0,akola,29.4,24.52,4.22,19.24
akola,444502,Akola,27.0,akola,29.4,24.52,4.22,19.24
akola,444511,Akola,27.0,akola,29.4,24.52,4.22,19.24
alappuzha,686534,Alappuzha,32.0,alappuzha,22.22,17.86,2.68,10.26
alappuzha,688001,Alappuzha,32.0,alappuzha,22.22,17.86,2.68,10.26
alappuzha,688002,Alappuzha,32.0,alappuzha,22.22,17.86,2.68,10.26
alappuzha,688003,Alappuzha,32.0,alappuzha,22.22,17.86,2.68,10.26
alappuzha,688004,Alappuzha,32.0,alappuzha,22.22,17.86,2.68,10.26
alappuzha,688005,Alappuzha,32.0,alappuzha,22.22,17.86,2.68,10.26
alappuzha,688006,Alappuzha,32.0,alappuzha,22.22,17.86,2.68,10.26
